Category,Date,ADRecon,RSAT Version,Ran as user,Ran from,Computer Role,Execution Time (mins)
Value,1/12/2017 15:50,https://github.com/sense-of-security/ADRecon,v171201,user1,Win10-Office,Standalone Workstation,0.24
