"Category","Date","ADRecon","RSAT Version","Ran as user","Ran from","Computer Role","Execution Time (mins)"
"Value","11/01/2018 11:03:36 AM","https://github.com/sense-of-security/ADRecon","v180107","user1","WIN10-OFFICE","Standalone Workstation","0.26"
