"Category","Name","NetBIOS","Functional Level","DomainSID ","Domain Controller -0","Creation Date","RIDs Issued","RIDs Remaining"
"Value","sos.labs","sos","Windows2016Domain","S-1-5-21-2248324977-2314973842-2121952795","DC1.sos.labs","1/12/2017 12:04:44 PM","1600","1073740223"
