"Category","Name","NetBIOS","Functional Level","DomainSID ","Domain Controller -0","Creation Date","RIDs Issued","RIDs Remaining"
"Value","sos.labs","sos","Windows2016Domain","S-1-5-21-2872888145-3513486857-3924934394","DC1.sos.labs","16/03/2018 6:20:56 AM","1600","1073740223"
