"Domain","Site","Name","IPAddress","Operating System","Hostname","Infra","Naming","Schema","RID","PDC"
"sos.labs","Default-First-Site-Name","DC1.sos.labs","192.168.9.10","Windows Server 2016 Datacenter Evaluation",,"True","True","True","True","True"
