"Category","Date","ADRecon","LDAP Version","Ran as user","Ran from","Computer Role","Execution Time (mins)"
"Value","24/03/2018 1:10:13 PM","https://github.com/sense-of-security/ADRecon","v180321","sos\Administrator","WIN10X64-OFFICE","Standalone Workstation","0.10"
