"Domain","Site","Name","IPAddress","Operating System","Hostname","Infra","Naming","Schema","RID","PDC"
"sos.labs","Default-First-Site-Name","DC1.sos.labs","fe80::35e6:33a9:77c0:9d36%4","Windows Server 2016 Standard Evaluation",,"True","True","True","True","True"
