"Category","Date","ADRecon","LDAP Version","Ran as user","Ran from","Computer Role","Execution Time (mins)"
"Value","11/01/2018 10:49:37 AM","https://github.com/sense-of-security/ADRecon","v180107","Administrator","DC1","Primary Domain Controller","0.10"
