"Category","Date","ADRecon","LDAP Version","Ran as user","Ran from","Computer Role","Execution Time (mins)"
"Value","1/12/2017 3:43:29 PM","https://github.com/sense-of-security/ADRecon","v171201","user1","WIN7-OFFICE","Member Workstation","0.07"
