"Category","Date","ADRecon","RSAT Version","Ran as user","Ran from","Computer Role","Execution Time (mins)"
"Value","24/03/2018 1:13:15 PM","https://github.com/sense-of-security/ADRecon","v180321","sos\user1","WIN10X64-OFFICE","Standalone Workstation","0.17"
