"Category","Date","ADRecon","LDAP Version","Ran as user","Ran from","Computer Role","Execution Time (mins)"
"Value","24/03/2018 12:55:49 PM","https://github.com/sense-of-security/ADRecon","v180321","Administrator","DC1","Primary Domain Controller","0.09"
