"Source Domain","Target Domain","Trust Direction","Trust Type","Attributes","whenCreated","whenChanged"
"sos.labs","pim.sos.labs","Outbound","Uplevel","Forest Transitive,Treat as External,PIM Trust","19/07/2018 1:45:34 PM","19/07/2018 1:58:43 PM"
