"Category","Date","ADRecon","RSAT Version","Ran as user","Ran from","Computer Role","Execution Time (mins)"
"Value","1/12/2017 3:32:39 PM","https://github.com/sense-of-security/ADRecon","v171201","Administrator","DC1","Primary Domain Controller","0.04"
