Category,Date,ADRecon,LDAP Version,Ran as user,Ran from,Computer Role,Execution Time (mins)
Value,1/12/2017 15:53,https://github.com/sense-of-security/ADRecon,v171201,administrator,Win10-Office,Standalone Workstation,0.05
