"Category","Date","ADRecon","RSAT Version","Ran as user","Ran from","Computer Role","Execution Time (mins)"
"Value","11/01/2018 10:54:45 AM","https://github.com/sense-of-security/ADRecon","v180107","user1","WIN7-OFFICE","Member Workstation","0.29"
