"Category","Date","ADRecon","RSAT Version","Ran as user","Ran from","Computer Role","Execution Time (mins)"
"Value","24/03/2018 1:02:55 PM","https://github.com/sense-of-security/ADRecon","v180321","user1","WIN7X64-OFFICE","Member Workstation","0.47"
