"Category","Date","ADRecon","LDAP Version","Ran as user","Ran from","Computer Role","Execution Time (mins)"
"Value","11/01/2018 11:00:16 AM","https://github.com/sense-of-security/ADRecon","v180107","administrator","WIN10-OFFICE","Standalone Workstation","0.04"
